file,label
162432-6-3-0.wav,gun_shot
162432-6-4-0.wav,gun_shot
162432-6-5-0.wav,gun_shot
162432-6-6-0.wav,gun_shot
162432-6-7-0.wav,gun_shot
162432-6-8-0.wav,gun_shot
162432-6-9-0.wav,gun_shot
162433-6-0-0.wav,gun_shot
162433-6-1-0.wav,gun_shot
162433-6-2-0.wav,gun_shot
162433-6-3-0.wav,gun_shot
162433-6-4-0.wav,gun_shot
162433-6-5-0.wav,gun_shot
162433-6-6-0.wav,gun_shot
162433-6-7-0.wav,gun_shot
162433-6-8-0.wav,gun_shot
162434-6-0-0.wav,gun_shot
162434-6-1-0.wav,gun_shot
162434-6-2-0.wav,gun_shot
162435-6-0-0.wav,gun_shot
162435-6-1-0.wav,gun_shot
162435-6-2-0.wav,gun_shot
162435-6-3-0.wav,gun_shot
162436-6-0-0.wav,gun_shot
162540-1-0-0.wav,car_horn
162540-1-1-0.wav,car_horn
162540-1-2-0.wav,car_horn
162541-1-0-0.wav,car_horn
162541-1-1-0.wav,car_horn
162541-1-2-0.wav,car_horn
162702-1-0-0.wav,car_horn
162702-1-1-0.wav,car_horn
162703-1-0-0.wav,car_horn
162728-1-0-0.wav,car_horn
163459-3-0-0.wav,dog_bark
163460-6-0-0.wav,gun_shot
164053-8-0-0.wav,siren
164053-8-1-0.wav,siren
164053-8-2-0.wav,siren
164053-8-2-1.wav,siren
164053-8-2-2.wav,siren
164053-8-2-3.wav,siren
164053-8-3-0.wav,siren
164194-2-0-10.wav,children_playing
164194-2-0-11.wav,children_playing
164194-2-0-14.wav,children_playing
164194-2-0-18.wav,children_playing
164194-2-0-24.wav,children_playing
164194-2-0-26.wav,children_playing
164194-2-0-29.wav,children_playing
164194-2-0-7.wav,children_playing
164311-3-0-0.wav,dog_bark
164311-3-1-0.wav,dog_bark
164312-3-0-0.wav,dog_bark
164312-3-1-0.wav,dog_bark
164312-3-3-0.wav,dog_bark
164312-3-4-0.wav,dog_bark
164344-9-0-0.wav,street_music
164344-9-0-26.wav,street_music
164344-9-0-38.wav,street_music
164344-9-0-39.wav,street_music
164344-9-0-40.wav,street_music
164344-9-0-44.wav,street_music
164377-9-0-16.wav,street_music
164377-9-1-15.wav,street_music
164377-9-1-3.wav,street_music
164377-9-1-36.wav,street_music
164377-9-1-43.wav,street_music
164377-9-1-50.wav,street_music
164377-9-1-92.wav,street_music
164625-1-0-0.wav,car_horn
164626-1-0-0.wav,car_horn
164627-1-0-0.wav,car_horn
164646-6-0-0.wav,gun_shot
164667-6-0-0.wav,gun_shot
164782-8-0-0.wav,siren
164782-8-0-1.wav,siren
164782-8-0-2.wav,siren
164782-8-0-3.wav,siren
164782-8-0-4.wav,siren
164782-8-0-5.wav,siren
164782-8-0-6.wav,siren
164782-8-0-7.wav,siren
164797-2-0-16.wav,children_playing
164797-2-0-29.wav,children_playing
164797-2-0-32.wav,children_playing
164797-2-0-44.wav,children_playing
164797-2-0-47.wav,children_playing
164797-2-0-50.wav,children_playing
164797-2-0-8.wav,children_playing
165039-7-0-0.wav,jackhammer
165039-7-1-0.wav,jackhammer
165039-7-10-0.wav,jackhammer
165039-7-10-1.wav,jackhammer
165039-7-11-0.wav,jackhammer
165039-7-12-0.wav,jackhammer
165039-7-12-1.wav,jackhammer
165039-7-13-0.wav,jackhammer
165039-7-14-0.wav,jackhammer
165039-7-15-0.wav,jackhammer
165039-7-15-1.wav,jackhammer
165039-7-16-0.wav,jackhammer
165039-7-17-0.wav,jackhammer
165039-7-17-1.wav,jackhammer
165039-7-2-0.wav,jackhammer
165039-7-2-1.wav,jackhammer
165039-7-3-0.wav,jackhammer
165039-7-4-0.wav,jackhammer
165039-7-4-1.wav,jackhammer
165039-7-4-2.wav,jackhammer
165039-7-5-0.wav,jackhammer
165039-7-5-1.wav,jackhammer
165039-7-6-0.wav,jackhammer
165039-7-6-1.wav,jackhammer
165039-7-7-0.wav,jackhammer
165039-7-8-0.wav,jackhammer
165039-7-8-1.wav,jackhammer
165039-7-8-2.wav,jackhammer
165039-7-9-0.wav,jackhammer
165067-2-0-111.wav,children_playing
165067-2-0-112.wav,children_playing
165067-2-0-35.wav,children_playing
165067-2-0-56.wav,children_playing
165067-2-0-72.wav,children_playing
165067-2-0-9.wav,children_playing
165067-2-0-91.wav,children_playing
165166-8-0-0.wav,siren
165166-8-0-1.wav,siren
165166-8-0-2.wav,siren
165166-8-0-3.wav,siren
165166-8-0-4.wav,siren
165166-8-0-5.wav,siren
165166-8-0-6.wav,siren
165166-8-0-7.wav,siren
165166-8-0-8.wav,siren
165192-9-0-118.wav,street_music
165192-9-0-146.wav,street_music
165192-9-0-160.wav,street_music
165192-9-0-5.wav,street_music
165192-9-0-76.wav,street_music
165192-9-0-87.wav,street_music
165454-0-0-0.wav,air_conditioner
165454-0-0-1.wav,air_conditioner
165454-0-0-10.wav,air_conditioner
165454-0-0-11.wav,air_conditioner
165454-0-0-12.wav,air_conditioner
165454-0-0-2.wav,air_conditioner
165454-0-0-3.wav,air_conditioner
165454-0-0-4.wav,air_conditioner
165454-0-0-5.wav,air_conditioner
165454-0-0-6.wav,air_conditioner
165454-0-0-7.wav,air_conditioner
165454-0-0-8.wav,air_conditioner
165454-0-0-9.wav,air_conditioner
165529-2-0-18.wav,children_playing
165529-2-0-3.wav,children_playing
165529-2-0-6.wav,children_playing
165529-2-0-70.wav,children_playing
165529-2-0-73.wav,children_playing
165529-2-0-8.wav,children_playing
165529-2-0-90.wav,children_playing
165567-3-0-0.wav,dog_bark
165567-3-2-0.wav,dog_bark
165567-3-3-0.wav,dog_bark
165567-3-4-0.wav,dog_bark
165640-4-0-0.wav,drilling
165640-4-0-1.wav,drilling
165640-4-0-2.wav,drilling
165641-4-0-0.wav,drilling
165641-4-0-1.wav,drilling
165642-4-0-0.wav,drilling
165643-4-0-0.wav,drilling
165644-4-0-0.wav,drilling
165644-4-0-1.wav,drilling
165645-4-0-0.wav,drilling
165645-4-1-0.wav,drilling
165645-4-2-0.wav,drilling
165645-4-3-0.wav,drilling
165645-4-4-0.wav,drilling
165645-4-5-0.wav,drilling
165774-7-0-0.wav,jackhammer
165774-7-1-0.wav,jackhammer
165774-7-2-0.wav,jackhammer
165774-7-3-0.wav,jackhammer
165774-7-4-0.wav,jackhammer
165774-7-5-0.wav,jackhammer
165774-7-6-0.wav,jackhammer
165774-7-7-0.wav,jackhammer
165774-7-8-0.wav,jackhammer
165775-7-0-0.wav,jackhammer
165775-7-1-0.wav,jackhammer
165785-4-0-0.wav,drilling
165785-4-1-0.wav,drilling
165785-4-2-0.wav,drilling
165785-4-3-0.wav,drilling
165785-4-4-0.wav,drilling
165786-4-0-0.wav,drilling
166101-5-0-0.wav,engine_idling
166101-5-0-1.wav,engine_idling
166101-5-0-2.wav,engine_idling
166101-5-0-3.wav,engine_idling
166101-5-1-0.wav,engine_idling
166101-5-2-0.wav,engine_idling
166101-5-2-1.wav,engine_idling
166101-5-2-2.wav,engine_idling
166101-5-2-3.wav,engine_idling
166101-5-2-4.wav,engine_idling
166101-5-3-0.wav,engine_idling
166268-3-0-0.wav,dog_bark
166268-3-1-0.wav,dog_bark
166268-3-2-0.wav,dog_bark
166421-3-0-29.wav,dog_bark
166421-3-0-31.wav,dog_bark
166421-3-0-5.wav,dog_bark
166489-3-0-1.wav,dog_bark
166489-3-0-2.wav,dog_bark
166489-3-0-4.wav,dog_bark
16692-5-0-0.wav,engine_idling
16692-5-0-1.wav,engine_idling
16692-5-0-10.wav,engine_idling
16692-5-0-2.wav,engine_idling
16692-5-0-3.wav,engine_idling
16692-5-0-4.wav,engine_idling
16692-5-0-5.wav,engine_idling
16692-5-0-6.wav,engine_idling
16692-5-0-7.wav,engine_idling
16692-5-0-8.wav,engine_idling
16692-5-0-9.wav,engine_idling
166931-4-0-0.wav,drilling
166931-4-0-1.wav,drilling
166931-4-1-2.wav,drilling
166931-4-1-4.wav,drilling
166931-4-1-5.wav,drilling
166931-4-1-6.wav,drilling
166931-4-2-0.wav,drilling
166931-4-2-12.wav,drilling
166931-4-2-13.wav,drilling
166931-4-2-3.wav,drilling
166931-4-2-7.wav,drilling
166931-4-2-8.wav,drilling
166931-4-3-1.wav,drilling
166931-4-3-2.wav,drilling
166931-4-4-0.wav,drilling
166931-4-4-2.wav,drilling
166931-4-4-3.wav,drilling
166942-0-0-0.wav,air_conditioner
166942-0-0-1.wav,air_conditioner
166942-0-0-10.wav,air_conditioner
166942-0-0-11.wav,air_conditioner
166942-0-0-12.wav,air_conditioner
166942-0-0-13.wav,air_conditioner
166942-0-0-14.wav,air_conditioner
166942-0-0-15.wav,air_conditioner
166942-0-0-2.wav,air_conditioner
166942-0-0-3.wav,air_conditioner
166942-0-0-4.wav,air_conditioner
166942-0-0-5.wav,air_conditioner
166942-0-0-6.wav,air_conditioner
166942-0-0-7.wav,air_conditioner
166942-0-0-8.wav,air_conditioner
166942-0-0-9.wav,air_conditioner
167464-0-0-0.wav,air_conditioner
167464-0-0-1.wav,air_conditioner
167464-0-0-10.wav,air_conditioner
167464-0-0-11.wav,air_conditioner
167464-0-0-12.wav,air_conditioner
167464-0-0-13.wav,air_conditioner
167464-0-0-14.wav,air_conditioner
167464-0-0-15.wav,air_conditioner
167464-0-0-16.wav,air_conditioner
167464-0-0-17.wav,air_conditioner
167464-0-0-18.wav,air_conditioner
167464-0-0-19.wav,air_conditioner
167464-0-0-2.wav,air_conditioner
167464-0-0-20.wav,air_conditioner
167464-0-0-21.wav,air_conditioner
167464-0-0-22.wav,air_conditioner
167464-0-0-23.wav,air_conditioner
167464-0-0-24.wav,air_conditioner
167464-0-0-3.wav,air_conditioner
167464-0-0-4.wav,air_conditioner
167464-0-0-5.wav,air_conditioner
167464-0-0-6.wav,air_conditioner
167464-0-0-7.wav,air_conditioner
167464-0-0-8.wav,air_conditioner
167464-0-0-9.wav,air_conditioner
167701-4-0-0.wav,drilling
167701-4-1-0.wav,drilling
167701-4-10-0.wav,drilling
167701-4-11-0.wav,drilling
167701-4-12-0.wav,drilling
167701-4-2-0.wav,drilling
167701-4-3-0.wav,drilling
167701-4-4-0.wav,drilling
167701-4-5-0.wav,drilling
167701-4-6-0.wav,drilling
167701-4-6-1.wav,drilling
167701-4-6-2.wav,drilling
167701-4-6-3.wav,drilling
167701-4-6-4.wav,drilling
167701-4-7-0.wav,drilling
167701-4-9-0.wav,drilling
167701-4-9-1.wav,drilling
167702-4-0-0.wav,drilling
167702-4-1-0.wav,drilling
167702-4-2-0.wav,drilling
167702-4-3-0.wav,drilling
167702-4-4-0.wav,drilling
167702-4-5-0.wav,drilling
167702-4-6-0.wav,drilling
167702-4-7-0.wav,drilling
167702-4-7-1.wav,drilling
167702-4-8-0.wav,drilling
167702-4-9-0.wav,drilling
16772-8-0-0.wav,siren
167750-4-0-0.wav,drilling
167750-4-1-0.wav,drilling
167750-4-2-0.wav,drilling
167750-4-3-0.wav,drilling
168037-4-0-0.wav,drilling
168037-4-1-0.wav,drilling
168037-4-10-0.wav,drilling
168037-4-11-0.wav,drilling
168037-4-12-0.wav,drilling
168037-4-13-0.wav,drilling
168037-4-2-0.wav,drilling
168037-4-3-0.wav,drilling
168037-4-4-0.wav,drilling
168037-4-5-0.wav,drilling
168037-4-6-0.wav,drilling
168037-4-7-0.wav,drilling
168037-4-8-0.wav,drilling
168037-4-9-0.wav,drilling
16860-9-0-26.wav,street_music
16860-9-0-28.wav,street_music
16860-9-0-30.wav,street_music
16860-9-0-45.wav,street_music
16860-9-0-50.wav,street_music
16860-9-0-8.wav,street_music
168713-9-0-32.wav,street_music
168713-9-0-33.wav,street_music
168713-9-0-38.wav,street_music
168713-9-0-46.wav,street_music
168713-9-0-62.wav,street_music
168713-9-0-82.wav,street_music
168846-5-0-0.wav,engine_idling
168846-5-0-1.wav,engine_idling
168846-5-0-2.wav,engine_idling
168846-5-1-0.wav,engine_idling
168846-5-1-1.wav,engine_idling
168846-5-1-10.wav,engine_idling
168846-5-1-11.wav,engine_idling
168846-5-1-12.wav,engine_idling
168846-5-1-13.wav,engine_idling
168846-5-1-14.wav,engine_idling
168846-5-1-2.wav,engine_idling
168846-5-1-3.wav,engine_idling
168846-5-1-4.wav,engine_idling
168846-5-1-5.wav,engine_idling
168846-5-1-6.wav,engine_idling
168846-5-1-7.wav,engine_idling
168846-5-1-8.wav,engine_idling
168846-5-1-9.wav,engine_idling
168906-9-0-114.wav,street_music
168906-9-0-128.wav,street_music
168906-9-0-28.wav,street_music
168906-9-0-47.wav,street_music
168906-9-0-73.wav,street_music
168906-9-0-95.wav,street_music
169043-2-0-10.wav,children_playing
169043-2-0-13.wav,children_playing
169043-2-0-15.wav,children_playing
169043-2-0-21.wav,children_playing
169043-2-0-24.wav,children_playing
169043-2-0-28.wav,children_playing
169043-2-0-3.wav,children_playing
169044-2-0-10.wav,children_playing
169044-2-0-13.wav,children_playing
169044-2-0-18.wav,children_playing
169044-2-0-21.wav,children_playing
169044-2-0-25.wav,children_playing
169044-2-0-3.wav,children_playing
169044-2-0-5.wav,children_playing
169045-2-0-0.wav,children_playing
169045-2-0-1.wav,children_playing
169045-2-0-14.wav,children_playing
169045-2-0-16.wav,children_playing
169045-2-0-20.wav,children_playing
169045-2-0-3.wav,children_playing
169045-2-0-8.wav,children_playing
169098-7-0-0.wav,jackhammer
169098-7-0-1.wav,jackhammer
169098-7-0-2.wav,jackhammer
169098-7-0-3.wav,jackhammer
169098-7-0-4.wav,jackhammer
169098-7-0-5.wav,jackhammer
169098-7-0-6.wav,jackhammer
169098-7-0-7.wav,jackhammer
169098-7-0-8.wav,jackhammer
169098-7-0-9.wav,jackhammer
169098-7-1-0.wav,jackhammer
169098-7-2-0.wav,jackhammer
169098-7-3-0.wav,jackhammer
169098-7-3-1.wav,jackhammer
169098-7-4-0.wav,jackhammer
169098-7-4-1.wav,jackhammer
169098-7-4-10.wav,jackhammer
169098-7-4-11.wav,jackhammer
169098-7-4-2.wav,jackhammer
169098-7-4-3.wav,jackhammer
169098-7-4-4.wav,jackhammer
169098-7-4-5.wav,jackhammer
169098-7-4-6.wav,jackhammer
169098-7-4-7.wav,jackhammer
169098-7-4-8.wav,jackhammer
169098-7-4-9.wav,jackhammer
169261-6-0-0.wav,gun_shot
169466-4-0-12.wav,drilling
169466-4-0-7.wav,drilling
169466-4-0-8.wav,drilling
169466-4-1-3.wav,drilling
169466-4-1-5.wav,drilling
169466-4-1-8.wav,drilling
169466-4-2-17.wav,drilling
169466-4-2-18.wav,drilling
169466-4-2-2.wav,drilling
169466-4-2-21.wav,drilling
169466-4-2-4.wav,drilling
169466-4-2-6.wav,drilling
169466-4-2-8.wav,drilling
169466-4-3-1.wav,drilling
169466-4-3-10.wav,drilling
169466-4-3-12.wav,drilling
169466-4-3-14.wav,drilling
169466-4-3-3.wav,drilling
169466-4-3-7.wav,drilling
169466-4-3-8.wav,drilling
169466-4-3-9.wav,drilling
170015-3-0-0.wav,dog_bark
170022-0-0-0.wav,air_conditioner
170022-0-0-1.wav,air_conditioner
17009-2-0-0.wav,children_playing
17009-2-0-1.wav,children_playing
17009-2-0-10.wav,children_playing
17009-2-0-3.wav,children_playing
17009-2-0-4.wav,children_playing
17009-2-0-6.wav,children_playing
17009-2-0-9.wav,children_playing
170243-1-0-0.wav,car_horn
170245-0-0-0.wav,air_conditioner
170564-2-0-0.wav,children_playing
170564-2-0-3.wav,children_playing
170564-2-1-22.wav,children_playing
170564-2-1-27.wav,children_playing
170564-2-1-31.wav,children_playing
170564-2-1-32.wav,children_playing
170564-2-1-34.wav,children_playing
170564-2-1-9.wav,children_playing
17074-1-0-0.wav,car_horn
171165-9-0-103.wav,street_music
171165-9-0-15.wav,street_music
171165-9-0-19.wav,street_music
171165-9-0-54.wav,street_music
171165-9-0-70.wav,street_music
171165-9-0-84.wav,street_music
171184-9-0-17.wav,street_music
171184-9-0-18.wav,street_music
171184-9-0-19.wav,street_music
171184-9-0-23.wav,street_music
171184-9-0-6.wav,street_music
171184-9-0-7.wav,street_music
17124-1-0-0.wav,car_horn
171243-9-0-11.wav,street_music
171243-9-0-123.wav,street_music
171243-9-0-31.wav,street_music
171243-9-0-49.wav,street_music
171243-9-0-81.wav,street_music
171243-9-0-85.wav,street_music
171243-9-0-91.wav,street_music
171249-1-0-0.wav,car_horn
171249-1-1-0.wav,car_horn
171249-1-2-0.wav,car_horn
171305-7-0-0.wav,jackhammer
171305-7-1-0.wav,jackhammer
171305-7-10-0.wav,jackhammer
171305-7-11-0.wav,jackhammer
171305-7-12-0.wav,jackhammer
171305-7-13-0.wav,jackhammer
171305-7-14-0.wav,jackhammer
171305-7-15-0.wav,jackhammer
171305-7-16-0.wav,jackhammer
171305-7-17-0.wav,jackhammer
171305-7-18-0.wav,jackhammer
171305-7-19-0.wav,jackhammer
171305-7-2-0.wav,jackhammer
171305-7-20-0.wav,jackhammer
171305-7-21-0.wav,jackhammer
171305-7-22-0.wav,jackhammer
171305-7-23-0.wav,jackhammer
171305-7-24-0.wav,jackhammer
171305-7-25-0.wav,jackhammer
171305-7-26-0.wav,jackhammer
171305-7-27-0.wav,jackhammer
171305-7-28-0.wav,jackhammer
171305-7-29-0.wav,jackhammer
171305-7-3-0.wav,jackhammer
171305-7-4-0.wav,jackhammer
171305-7-5-0.wav,jackhammer
171305-7-6-0.wav,jackhammer
171305-7-7-0.wav,jackhammer
171305-7-8-0.wav,jackhammer
171305-7-8-1.wav,jackhammer
171305-7-9-0.wav,jackhammer
171388-9-0-202.wav,street_music
171388-9-0-225.wav,street_music
171388-9-0-246.wav,street_music
171388-9-0-253.wav,street_music
171388-9-0-43.wav,street_music
171388-9-0-88.wav,street_music
171406-9-0-124.wav,street_music
171406-9-0-183.wav,street_music
171406-9-0-23.wav,street_music
171406-9-0-57.wav,street_music
171406-9-0-7.wav,street_music
171406-9-0-90.wav,street_music
171464-3-0-0.wav,dog_bark
171464-3-1-0.wav,dog_bark
171464-3-2-0.wav,dog_bark
171478-9-0-26.wav,street_music
171478-9-0-28.wav,street_music
171478-9-0-38.wav,street_music
171478-9-0-4.wav,street_music
171478-9-0-55.wav,street_music
171478-9-0-57.wav,street_music
171478-9-0-58.wav,street_music
172314-9-0-22.wav,street_music
172314-9-0-40.wav,street_music
172314-9-0-51.wav,street_music
172314-9-0-52.wav,street_music
172314-9-0-72.wav,street_music
172314-9-0-80.wav,street_music
172315-9-0-105.wav,street_music
172315-9-0-113.wav,street_music
172315-9-0-203.wav,street_music
172315-9-0-211.wav,street_music
172315-9-0-212.wav,street_music
172315-9-0-224.wav,street_music
172338-9-0-1.wav,street_music
172338-9-0-20.wav,street_music
172338-9-0-21.wav,street_music
172338-9-0-39.wav,street_music
172338-9-0-6.wav,street_music
172338-9-0-7.wav,street_music
172460-9-0-100.wav,street_music
172460-9-0-101.wav,street_music
172460-9-0-24.wav,street_music
172460-9-0-31.wav,street_music
172460-9-0-91.wav,street_music
172460-9-0-94.wav,street_music
172519-9-0-10.wav,street_music
172519-9-0-13.wav,street_music
172519-9-0-49.wav,street_music
172519-9-0-53.wav,street_music
172519-9-0-67.wav,street_music
172519-9-0-8.wav,street_music
172593-2-0-10.wav,children_playing
172593-2-0-13.wav,children_playing
172593-2-0-14.wav,children_playing
172593-2-0-18.wav,children_playing
172593-2-0-22.wav,children_playing
172593-2-0-27.wav,children_playing
172593-2-0-28.wav,children_playing
172593-2-0-29.wav,children_playing
17307-1-0-0.wav,car_horn
173891-9-0-1.wav,street_music
173891-9-0-10.wav,street_music
173891-9-0-11.wav,street_music
173891-9-0-17.wav,street_music
173891-9-0-2.wav,street_music
173891-9-0-7.wav,street_music
173993-3-0-25.wav,dog_bark
173993-3-0-39.wav,dog_bark
173993-3-0-51.wav,dog_bark
173993-3-0-52.wav,dog_bark
173994-3-0-14.wav,dog_bark
173994-3-0-3.wav,dog_bark
173994-3-0-44.wav,dog_bark
173994-3-0-45.wav,dog_bark
173995-3-0-0.wav,dog_bark
173995-3-0-11.wav,dog_bark
173995-3-0-27.wav,dog_bark
173995-3-0-3.wav,dog_bark
174026-3-1-0.wav,dog_bark
174026-3-1-1.wav,dog_bark
174026-3-1-5.wav,dog_bark
174026-3-2-2.wav,dog_bark
174032-2-0-1.wav,children_playing
174032-2-0-11.wav,children_playing
174032-2-0-17.wav,children_playing
174032-2-0-18.wav,children_playing
174032-2-0-22.wav,children_playing
174032-2-0-26.wav,children_playing
174032-2-0-4.wav,children_playing
174276-7-0-0.wav,jackhammer
174276-7-1-0.wav,jackhammer
174276-7-2-0.wav,jackhammer
174276-7-3-0.wav,jackhammer
174276-7-4-0.wav,jackhammer
174276-7-5-0.wav,jackhammer
174276-7-6-0.wav,jackhammer
174282-6-0-0.wav,gun_shot
174282-6-1-0.wav,gun_shot
174282-6-2-0.wav,gun_shot
174284-6-0-0.wav,gun_shot
174284-6-1-0.wav,gun_shot
174284-6-2-0.wav,gun_shot
174285-6-0-0.wav,gun_shot
174285-6-1-0.wav,gun_shot
174285-6-2-0.wav,gun_shot
174287-6-0-0.wav,gun_shot
174287-6-1-0.wav,gun_shot
174287-6-2-0.wav,gun_shot
174287-6-3-0.wav,gun_shot
174289-6-0-0.wav,gun_shot
174289-6-1-0.wav,gun_shot
174289-6-2-0.wav,gun_shot
174289-6-3-0.wav,gun_shot
174290-6-0-0.wav,gun_shot
174290-6-1-0.wav,gun_shot
174290-6-2-0.wav,gun_shot
174290-6-3-0.wav,gun_shot
174292-6-0-0.wav,gun_shot
174292-6-1-0.wav,gun_shot
174292-6-2-0.wav,gun_shot
174293-6-0-0.wav,gun_shot
174293-6-1-0.wav,gun_shot
174293-6-2-0.wav,gun_shot
174294-6-0-0.wav,gun_shot
174294-6-1-0.wav,gun_shot
174294-6-2-0.wav,gun_shot
174786-2-0-18.wav,children_playing
174786-2-0-19.wav,children_playing
174786-2-0-27.wav,children_playing
174786-2-0-30.wav,children_playing
174786-2-0-39.wav,children_playing
174786-2-0-60.wav,children_playing
174786-2-0-75.wav,children_playing
174786-2-0-89.wav,children_playing
17480-2-0-11.wav,children_playing
17480-2-0-24.wav,children_playing
17480-2-0-25.wav,children_playing
17480-2-0-30.wav,children_playing
17480-2-0-35.wav,children_playing
17480-2-0-5.wav,children_playing
17480-2-0-6.wav,children_playing
17480-2-0-9.wav,children_playing
174840-1-0-0.wav,car_horn
174841-1-0-0.wav,car_horn
17486-3-0-0.wav,dog_bark
17486-3-1-0.wav,dog_bark
17486-3-2-0.wav,dog_bark
174873-3-5-1.wav,dog_bark
174873-3-5-10.wav,dog_bark
174873-3-5-12.wav,dog_bark
174873-3-5-13.wav,dog_bark
174906-2-0-10.wav,children_playing
174906-2-0-11.wav,children_playing
174906-2-0-14.wav,children_playing
174906-2-0-18.wav,children_playing
174906-2-0-20.wav,children_playing
174906-2-0-21.wav,children_playing
174906-2-0-6.wav,children_playing
174906-2-0-8.wav,children_playing
174994-3-0-0.wav,dog_bark
174994-3-0-1.wav,dog_bark
174994-3-0-2.wav,dog_bark
174994-3-0-4.wav,dog_bark
175296-2-0-123.wav,children_playing
175296-2-0-128.wav,children_playing
175296-2-0-140.wav,children_playing
175296-2-0-212.wav,children_playing
175296-2-0-3.wav,children_playing
175296-2-0-54.wav,children_playing
175296-2-0-76.wav,children_playing
175296-2-0-86.wav,children_playing
17578-5-0-0.wav,engine_idling
17578-5-0-1.wav,engine_idling
17578-5-0-10.wav,engine_idling
17578-5-0-11.wav,engine_idling
17578-5-0-12.wav,engine_idling
17578-5-0-14.wav,engine_idling
17578-5-0-15.wav,engine_idling
17578-5-0-16.wav,engine_idling
17578-5-0-18.wav,engine_idling
17578-5-0-2.wav,engine_idling
17578-5-0-21.wav,engine_idling
17578-5-0-22.wav,engine_idling
17578-5-0-23.wav,engine_idling
17578-5-0-24.wav,engine_idling
17578-5-0-25.wav,engine_idling
17578-5-0-26.wav,engine_idling
17578-5-0-27.wav,engine_idling
17578-5-0-28.wav,engine_idling
17578-5-0-29.wav,engine_idling
17578-5-0-3.wav,engine_idling
17578-5-0-30.wav,engine_idling
17578-5-0-31.wav,engine_idling
17578-5-0-32.wav,engine_idling
17578-5-0-33.wav,engine_idling
17578-5-0-34.wav,engine_idling
17578-5-0-35.wav,engine_idling
17578-5-0-4.wav,engine_idling
17578-5-0-5.wav,engine_idling
17578-5-0-6.wav,engine_idling
17578-5-0-7.wav,engine_idling
17578-5-0-8.wav,engine_idling
17578-5-0-9.wav,engine_idling
175842-1-0-0.wav,car_horn
175843-1-0-0.wav,car_horn
175844-1-0-0.wav,car_horn
175845-1-0-0.wav,car_horn
175846-1-0-0.wav,car_horn
175847-1-0-0.wav,car_horn
175848-1-0-0.wav,car_horn
175849-1-0-0.wav,car_horn
175850-1-0-0.wav,car_horn
175851-1-0-0.wav,car_horn
175852-1-0-0.wav,car_horn
175853-1-0-0.wav,car_horn
175854-1-0-0.wav,car_horn
175855-1-0-0.wav,car_horn
175856-1-0-0.wav,car_horn
175856-1-1-0.wav,car_horn
175856-1-2-0.wav,car_horn
175904-2-0-11.wav,children_playing
175904-2-0-12.wav,children_playing
175904-2-0-124.wav,children_playing
175904-2-0-24.wav,children_playing
175904-2-0-41.wav,children_playing
175904-2-0-64.wav,children_playing
175904-2-0-76.wav,children_playing
175904-2-0-98.wav,children_playing
175915-3-0-0.wav,dog_bark
175915-3-0-1.wav,dog_bark
175915-3-0-3.wav,dog_bark
175915-3-1-8.wav,dog_bark
175917-3-0-3.wav,dog_bark
175917-3-1-1.wav,dog_bark
175917-3-2-2.wav,dog_bark
175917-3-4-1.wav,dog_bark
17592-5-0-0.wav,engine_idling
17592-5-1-0.wav,engine_idling
17592-5-1-1.wav,engine_idling
17592-5-1-2.wav,engine_idling
17592-5-1-3.wav,engine_idling
176003-1-0-0.wav,car_horn
17615-3-0-0.wav,dog_bark
17615-3-0-3.wav,dog_bark
17615-3-0-4.wav,dog_bark
17615-3-0-6.wav,dog_bark
176257-3-0-0.wav,dog_bark
176258-3-1-12.wav,dog_bark
176258-3-1-13.wav,dog_bark
176258-3-1-18.wav,dog_bark
176258-3-1-2.wav,dog_bark
176631-1-0-0.wav,car_horn
176634-1-0-0.wav,car_horn
176638-1-0-0.wav,car_horn
176638-1-1-0.wav,car_horn
176638-5-0-0.wav,engine_idling
176638-5-0-1.wav,engine_idling
176638-5-0-2.wav,engine_idling
176714-2-0-18.wav,children_playing
176714-2-0-23.wav,children_playing
176714-2-0-26.wav,children_playing
176714-2-0-33.wav,children_playing
176714-2-0-40.wav,children_playing
176714-2-0-51.wav,children_playing
176714-2-0-55.wav,children_playing
176714-2-0-77.wav,children_playing
176783-3-0-11.wav,dog_bark
176783-3-0-3.wav,dog_bark
176783-3-0-5.wav,dog_bark
176783-3-1-0.wav,dog_bark
176787-5-0-0.wav,engine_idling
176787-5-0-1.wav,engine_idling
176787-5-0-10.wav,engine_idling
176787-5-0-11.wav,engine_idling
176787-5-0-12.wav,engine_idling
176787-5-0-13.wav,engine_idling
176787-5-0-14.wav,engine_idling
176787-5-0-15.wav,engine_idling
176787-5-0-16.wav,engine_idling
176787-5-0-17.wav,engine_idling
176787-5-0-18.wav,engine_idling
176787-5-0-19.wav,engine_idling
176787-5-0-2.wav,engine_idling
176787-5-0-20.wav,engine_idling
176787-5-0-21.wav,engine_idling
176787-5-0-22.wav,engine_idling
176787-5-0-23.wav,engine_idling
176787-5-0-24.wav,engine_idling
176787-5-0-25.wav,engine_idling
176787-5-0-26.wav,engine_idling
176787-5-0-27.wav,engine_idling
176787-5-0-28.wav,engine_idling
176787-5-0-29.wav,engine_idling
176787-5-0-3.wav,engine_idling
176787-5-0-30.wav,engine_idling
176787-5-0-4.wav,engine_idling
176787-5-0-5.wav,engine_idling
176787-5-0-6.wav,engine_idling
